,investment_id,corr,ticker,len,sector
0,0,0.3036112620877788,300533.SZ,459,1
1,1,0.1526940924647906,002044.SZ,1105,7
2,2,0.2161994653902093,600298.SS,1001,3
3,3,0.1333978847952042,000971.SZ,1073,10
4,4,0.244250643397199,000962.SZ,314,0
5,6,0.1846801141642872,300103.SZ,1080,8
6,7,0.2212773347055058,000932.SZ,625,0
7,8,0.1501699595698339,600202.SS,1084,8
8,9,0.2004293112042851,600108.SS,933,3
9,10,0.1842278390515247,002466.SZ,1158,0
10,11,0.306575740436639,002358.SZ,315,8
11,12,0.1917997344659149,002471.SZ,1183,8
12,13,0.1475784088960957,600120.SS,1060,6
13,14,0.1508101361534609,002608.SZ,1070,11
14,15,0.3629592322267709,600126.SS,233,0
15,16,0.1175989554304497,002191.SZ,1129,2
16,17,0.1525793115385304,002437.SZ,813,7
17,18,0.1803010010897102,002146.SZ,721,9
18,19,0.2117270825536119,002466.SZ,602,0
19,20,0.2047807650836718,002708.SZ,1137,2
20,21,0.2009163948433453,002580.SZ,624,8
21,22,0.3100707278305173,000719.SZ,178,1
22,23,0.2706647464698402,601126.SS,392,8
23,24,0.1612449703066094,600572.SS,1041,7
24,26,0.3011559314806376,002042.SZ,346,2
25,28,0.3210237974666936,300002.SZ,460,10
26,29,0.1596326424182582,002522.SZ,1189,2
27,30,0.2231840731845881,300359.SZ,1129,3
28,31,0.1725166393986217,002092.SZ,1160,0
29,32,0.1806694801132602,002393.SZ,1142,7
30,33,0.2509289106772409,000811.SZ,1014,8
31,34,0.1548081353812899,002174.SZ,1142,1
32,35,0.1952068016023488,300269.SZ,1079,10
33,36,0.1303350105452116,000948.SZ,1025,10
34,37,0.1928526377544776,300116.SZ,707,8
35,40,0.2166605580608254,600433.SS,813,0
36,41,0.1613995503691354,603001.SS,1091,2
37,42,0.170134540639836,000723.SZ,1160,5
38,43,0.2108403484431278,600665.SS,654,9
39,44,0.1729454858369734,600135.SS,1058,0
40,45,0.1412553846586239,000523.SZ,886,3
41,46,0.2149098136039922,000668.SZ,710,9
42,47,0.161432736580371,002651.SZ,1086,8
43,48,0.1627130389770544,600000.SS,1119,6
44,49,0.3445707656447158,300158.SZ,450,7
45,50,0.1766942445102355,002489.SZ,1048,2
46,51,0.1724360655430957,002510.SZ,1039,2
47,52,0.1942824169317772,300407.SZ,575,8
48,53,0.2037082920392318,002062.SZ,469,8
49,54,0.1522557076670316,600131.SS,977,11
50,55,0.1662250921354776,000889.SZ,1141,10
51,56,0.3606582571189436,002573.SZ,164,8
52,57,0.3797840034171619,603266.SS,201,2
53,58,0.1400060788995775,002137.SZ,1184,8
54,59,0.2297187428751652,300248.SZ,990,10
55,60,0.3869135612693172,600155.SS,217,6
56,61,0.1498352548952093,002277.SZ,1139,2
57,62,0.1568375807740515,001696.SZ,998,2
58,63,0.1354892402972508,300299.SZ,1194,1
59,64,0.2675343779701974,300180.SZ,557,0
60,65,0.145779495244792,002068.SZ,1131,0
61,66,0.1738041075285688,600643.SS,881,6
62,67,0.128867341125547,600481.SS,1108,8
63,68,0.3184083803786862,002930.SZ,120,8
64,69,0.2047604855287378,600064.SS,891,9
65,70,0.3247686322867768,002612.SZ,477,2
66,71,0.4013361634214606,600266.SS,357,9
67,73,0.1716357138188129,000633.SZ,1014,8
68,74,0.1647881839543272,002431.SZ,977,8
69,75,0.1914894464032983,000678.SZ,1051,2
70,76,0.1557958526798882,600816.SS,1061,6
71,77,0.1672967371344491,600633.SS,1176,1
72,78,0.1554406094997508,002725.SZ,1140,2
73,79,0.149952139981657,300032.SZ,1126,8
74,80,0.1816153398179393,000828.SZ,954,8
75,81,0.2765981291536541,002350.SZ,384,8
76,82,0.1589252400748373,000615.SZ,1171,0
77,83,0.2001831033091674,600083.SS,655,10
78,84,0.2042444740462337,601766.SS,1148,8
79,86,0.2933153138503707,300363.SZ,476,7
80,87,0.1495789131533229,300034.SZ,1116,8
81,88,0.2660590346176303,002119.SZ,332,10
82,89,0.1658559588335443,300201.SZ,1064,8
83,90,0.2973149555924412,600740.SS,555,0
84,91,0.3439335501012704,600992.SS,243,0
85,92,0.16452201228112,600122.SS,952,10
86,93,0.296774806639596,002077.SZ,426,9
87,94,0.1909442170676122,300125.SZ,987,10
88,95,0.2200389711925765,000812.SZ,978,8
89,97,0.3612729104411141,300527.SZ,350,8
90,98,0.185601093117939,002586.SZ,1109,8
91,99,0.1905922020377797,600120.SS,1165,6
92,100,0.1579606155667636,600486.SS,1155,0
93,101,0.1874277966380995,600882.SS,944,3
94,102,0.1738897685532974,002575.SZ,1151,2
95,103,0.1628954920642249,600211.SS,817,7
96,104,0.2084439970544053,603729.SS,778,1
97,105,0.2564347381018347,002308.SZ,307,10
98,106,0.1704382291778915,000678.SZ,1157,2
99,107,0.1390546746582892,600100.SS,965,10
100,108,0.1600601530294758,601918.SS,1165,5
101,109,0.2073024976947328,002361.SZ,866,0
102,110,0.1701483172279294,002624.SZ,835,1
103,111,0.2087904283131427,300521.SZ,409,8
104,112,0.2451900099656127,002309.SZ,800,8
105,114,0.1465760371766804,600872.SS,1198,9
106,115,0.1504453661454396,600807.SS,1130,9
107,116,0.179034613350759,600199.SS,467,3
108,117,0.1617089577774324,600283.SS,1082,11
109,118,0.1768596329828376,000002.SZ,1072,9
110,120,0.1309367575856607,002251.SZ,1163,2
111,121,0.1324146759439315,600166.SS,1061,2
112,122,0.2413916964897625,601028.SS,527,0
113,123,0.4293821859589832,002459.SZ,300,10
114,124,0.2306070410623359,000807.SZ,482,0
115,125,0.1484565943085139,002528.SZ,1169,8
116,126,0.1890660736238622,002706.SZ,1021,8
117,127,0.1575404329670195,000886.SZ,1039,8
118,128,0.2240888857294729,600757.SS,645,1
119,129,0.1657425355459182,000039.SZ,929,8
120,130,0.1680162133236611,300061.SZ,1136,7
121,131,0.1816595608554158,600292.SS,1166,11
122,132,0.1410928917797995,600295.SS,945,2
123,134,0.1485381313687404,000967.SZ,1069,8
124,135,0.1657129906803198,000564.SZ,1145,2
125,136,0.2002443909944666,603198.SS,399,3
126,137,0.2115487495077923,002358.SZ,1179,8
127,138,0.1467591608458629,000800.SZ,926,2
128,139,0.1935343838138403,000065.SZ,960,8
129,140,0.1911184145557072,002618.SZ,845,10
130,141,0.2227454830333595,603001.SS,1161,2
131,142,0.210549378818161,600589.SS,1077,0
132,143,0.2340705564565144,600992.SS,1059,0
133,144,0.2741517397374329,000810.SZ,376,10
134,145,0.1643001367455464,600290.SS,866,11
135,146,0.1655914334679028,002670.SZ,1047,6
136,147,0.1709486568234077,600193.SS,1179,8
137,148,0.1970067266875335,600385.SS,686,7
138,149,0.2265108325262395,600705.SS,998,6
139,150,0.140855930391976,002236.SZ,844,8
140,151,0.1922656106083828,000681.SZ,796,1
141,152,0.1289970775655467,600837.SS,1115,6
142,154,0.368317534955312,600810.SS,211,0
143,155,0.1893355055686794,601999.SS,852,1
144,156,0.2213326910508892,002292.SZ,1172,1
145,157,0.1945002683217173,600800.SS,449,8
146,158,0.2204680832174316,002004.SZ,539,7
147,159,0.1772808438175916,300212.SZ,1093,10
148,160,0.1477050525727426,600808.SS,1149,0
149,161,0.1970950576494135,600326.SS,1162,8
150,162,0.1671569795975839,000691.SZ,1203,8
151,163,0.1311537022249516,002004.SZ,803,7
152,164,0.258226062870147,002399.SZ,857,7
153,165,0.3014100823571433,000100.SZ,236,10
154,166,0.1955007126044345,600409.SS,938,0
155,167,0.2676804739440526,002229.SZ,933,8
156,169,0.188439535218397,002248.SZ,1182,8
157,170,0.1595293097260252,000619.SZ,998,8
158,171,0.1770124610743607,002558.SZ,1172,1
159,172,0.2251264481078548,002089.SZ,962,10
160,173,0.1786724426884644,002081.SZ,1187,8
161,174,0.1942998226023529,000975.SZ,1023,0
162,175,0.2436376027945104,300245.SZ,442,10
163,176,0.2821658590305158,600601.SS,437,10
164,177,0.1628203133354091,002163.SZ,940,0
165,178,0.1491279739428317,002628.SZ,914,8
166,179,0.1713656759681087,603555.SS,936,2
167,180,0.2194546109689172,002047.SZ,839,8
168,181,0.2010531299150639,002568.SZ,700,0
169,182,0.2265715794007629,002610.SZ,1142,10
170,183,0.1942241718720533,002647.SZ,737,6
171,184,0.1843470357640302,600119.SS,1182,8
172,185,0.1655557049975393,600439.SS,1096,3
173,187,0.2226050395543986,600519.SS,1167,3
174,188,0.2101621259191191,600665.SS,1028,9
175,189,0.2336886169084175,600036.SS,520,6
176,190,0.2841973957634234,600552.SS,252,8
177,191,0.2081477064494285,000895.SZ,1169,3
178,192,0.1696239899774532,300116.SZ,805,8
179,193,0.1471842241763271,300384.SZ,1034,8
180,194,0.128704979077031,002669.SZ,1205,0
181,195,0.2095502450996447,600822.SS,1095,8
182,196,0.1958495974069988,600620.SS,980,9
183,197,0.1552220435193515,600030.SS,1176,6
184,198,0.3338853629463112,603926.SS,186,2
185,199,0.1930265216265017,300190.SZ,1185,8
186,200,0.1578468268369676,600548.SS,975,8
187,201,0.4088196126661919,300128.SZ,287,10
188,202,0.1920667370314664,000811.SZ,1178,8
189,203,0.2034487441277,600235.SS,484,0
190,204,0.1893396742517396,002117.SZ,760,8
191,205,0.3301226933082655,600839.SS,491,2
192,206,0.20200669117845,600266.SS,1103,9
193,207,0.1633709486340766,002437.SZ,1146,7
194,208,0.1363177511327423,000821.SZ,907,8
195,209,0.1609687207369555,002647.SZ,941,6
196,211,0.2056648614839774,002453.SZ,788,0
197,212,0.210622079980587,600490.SS,569,0
198,213,0.1576386645563443,300366.SZ,1091,10
199,214,0.1705501076426504,002467.SZ,1171,1
200,215,0.1985948725955029,300030.SZ,673,7
201,216,0.1658730356071654,002536.SZ,1133,2
202,217,0.1721172339880421,002571.SZ,1059,3
203,218,0.180609423538128,002602.SZ,1162,2
204,219,0.3060030140764391,002236.SZ,1098,8
205,220,0.1849163008262367,600686.SS,1145,2
206,222,0.2410464983700657,002077.SZ,889,9
207,224,0.1950719192529344,000807.SZ,737,0
208,225,0.1709738332321886,002400.SZ,992,1
209,226,0.1266900347876667,000868.SZ,1181,2
210,227,0.2458301583428007,600354.SS,262,3
211,228,0.1352860695434728,600549.SS,1086,0
212,229,0.3193801017450697,300083.SZ,340,10
213,230,0.1374938458328607,300115.SZ,1020,10
214,231,0.1260251317098171,600227.SS,1192,0
215,232,0.2537954507500662,600682.SS,660,2
216,233,0.1839326784150237,002151.SZ,1140,10
217,234,0.1218728374715193,002569.SZ,1097,2
218,235,0.1984259096935651,002097.SZ,837,8
219,236,0.2360246183824322,002455.SZ,993,0
220,237,0.1238188129064302,300111.SZ,1015,10
221,238,0.214304117989504,600882.SS,908,3
222,240,0.3044389624257159,603901.SS,189,8
223,241,0.2263738493751502,600641.SS,400,9
224,242,0.2697315476690992,600666.SS,537,7
225,243,0.1986218124919482,600736.SS,1067,9
226,244,0.1853485416274666,300188.SZ,1050,8
227,245,0.1663741358309064,600566.SS,881,7
228,246,0.1319272643633184,002119.SZ,1144,10
229,248,0.1572540831724221,300123.SZ,890,2
230,249,0.2005626490535823,600106.SS,862,8
231,250,0.2788145511301398,002456.SZ,412,10
232,251,0.259448224034791,600887.SS,555,3
233,252,0.2062380037944018,000959.SZ,798,0
234,253,0.3015726366870643,002571.SZ,435,3
235,254,0.1728896394578903,000883.SZ,965,11
236,255,0.1446318083736483,600328.SS,1131,0
237,257,0.1550145581440574,000607.SZ,1173,1
238,258,0.1913233901911792,002516.SZ,892,2
239,259,0.1611438014776048,002437.SZ,977,7
240,260,0.2056828022750379,300369.SZ,425,10
241,261,0.2497995343422389,300241.SZ,1060,10
242,263,0.1635105407618574,600318.SS,1174,6
243,264,0.2257690675830957,300298.SZ,418,7
244,265,0.2180032378676519,600425.SS,1045,0
245,266,0.1456554174485559,000534.SZ,982,11
246,267,0.1320434320685918,000807.SZ,1079,0
247,268,0.1673904191550927,000505.SZ,1195,3
248,269,0.4275474427966449,600545.SS,272,8
249,270,0.1927538448993927,603128.SS,1020,8
250,271,0.218972517949719,002174.SZ,723,1
251,272,0.2940347536227147,002569.SZ,293,2
252,273,0.1840768397781401,600053.SS,1161,6
253,274,0.2335294174833378,300295.SZ,1110,1
254,275,0.1789445636279738,600817.SS,1147,8
255,276,0.1658469446484835,000529.SZ,1028,3
256,277,0.2357188081430255,600345.SS,380,10
257,278,0.19029415589859,002254.SZ,991,0
258,279,0.146769268167516,300327.SZ,1154,10
259,280,0.225344432544212,600850.SS,432,10
260,281,0.17287705577715,002568.SZ,1043,0
261,282,0.2272927709652008,600406.SS,775,8
262,283,0.1980575207195249,002248.SZ,798,8
263,284,0.1720132428606362,300187.SZ,965,8
264,285,0.176945066707128,002652.SZ,1177,0
265,286,0.165721609849877,002699.SZ,1069,2
266,287,0.1985926312615558,000885.SZ,789,8
267,289,0.1244193751457852,600793.SS,1156,0
268,290,0.1422564476795079,002344.SZ,1186,2
269,291,0.2527152283114882,600603.SS,718,9
270,292,0.2150557164426301,000728.SZ,612,6
271,293,0.1906440943553628,600180.SS,1078,8
272,294,0.1793166942071734,002081.SZ,1181,8
273,295,0.1611733153158398,002035.SZ,1015,2
274,296,0.2379879734423442,600235.SS,886,0
275,297,0.2389397949474198,002020.SZ,461,7
276,298,0.1316204394978564,002568.SZ,1194,0
277,299,0.1918493842615826,002311.SZ,1086,3
278,300,0.1380114978016037,300150.SZ,1171,10
279,301,0.1919476103523001,002570.SZ,795,3
280,302,0.2122029340522851,002616.SZ,937,10
281,303,0.204967659819245,300034.SZ,1002,8
282,304,0.1360523229225223,002004.SZ,1133,7
283,305,0.1785129380409738,600589.SS,1146,0
284,306,0.1358550840078868,002611.SZ,1171,8
285,307,0.2196287766903514,002380.SZ,1090,10
286,308,0.2063428031859613,600673.SS,1151,10
287,309,0.1299177390376755,600423.SS,1200,0
288,310,0.2483717109043954,600062.SS,374,7
289,311,0.1913025855186475,600094.SS,1165,9
290,312,0.2466637724462701,300212.SZ,799,10
291,314,0.2104573039561902,000652.SZ,799,8
292,315,0.152994295889376,000797.SZ,868,9
293,316,0.1275048419179383,002140.SZ,1131,8
294,317,0.144369306790272,600673.SS,1048,10
295,318,0.1617348187746292,603699.SS,956,8
296,319,0.3426938506013576,002655.SZ,290,10
297,321,0.2854299846502919,002233.SZ,382,0
298,322,0.2177586085241235,002214.SZ,1169,10
299,323,0.1532611766877894,002501.SZ,995,0
300,324,0.1473863188313101,002047.SZ,904,8
301,326,0.2289780220754804,600519.SS,384,3
302,327,0.1807268787029952,600037.SS,991,1
303,328,0.1669830802238339,300269.SZ,1081,10
304,329,0.1648829207696468,002037.SZ,1051,0
305,331,0.1124302488281194,600585.SS,1175,0
306,332,0.109727170185884,002522.SZ,1159,2
307,333,0.1632987269039661,000630.SZ,1154,0
308,334,0.2103906228968576,000959.SZ,813,0
309,335,0.2064882568836228,600239.SS,792,9
310,336,0.2052792608875551,600072.SS,524,0
311,337,0.227355550935375,600215.SS,567,9
312,338,0.1705584874143654,000938.SZ,1161,10
313,339,0.3652359804944486,300548.SZ,234,8
314,340,0.1804339366973425,601669.SS,657,8
315,341,0.1592397666741576,300055.SZ,1080,11
316,342,0.2761894282403974,000042.SZ,208,9
317,343,0.2253564760433458,002006.SZ,1066,8
318,344,0.1437482587699756,000096.SZ,1084,5
319,345,0.2144595072108796,600540.SS,647,3
320,346,0.173336568680697,000965.SZ,782,9
321,350,0.14575061819391,601008.SS,1153,8
322,351,0.265437049177286,002311.SZ,455,3
323,352,0.2169170713091498,603699.SS,1166,8
324,353,0.2138874718557309,000965.SZ,479,9
325,354,0.1986685907326423,002232.SZ,903,10
326,356,0.181727204093947,600172.SS,1168,0
327,357,0.1654777563134938,300274.SZ,1164,8
328,358,0.1344395327383941,300333.SZ,1146,8
329,360,0.1809955875732972,000049.SZ,1072,10
330,361,0.1582351555309254,000421.SZ,1173,8
331,362,0.1805675613065137,002022.SZ,935,7
332,363,0.1693532109715867,000848.SZ,1104,3
333,364,0.2467738459415101,600289.SS,359,10
334,365,0.1586805044547118,002107.SZ,1077,7
335,366,0.1704325300286473,600157.SS,986,5
336,367,0.3084277231473942,002759.SZ,254,2
337,368,0.1450889994307759,300074.SZ,929,10
338,369,0.1424202545327459,600111.SS,1157,0
339,370,0.2041918432981596,300085.SZ,473,10
340,371,0.1847198452383919,000848.SZ,1118,3
341,372,0.1863272128047889,600619.SS,1166,8
342,373,0.1467480473059779,600645.SS,1096,7
343,374,0.2651506142294178,000912.SZ,271,0
344,375,0.1775030643724295,603988.SS,575,8
345,376,0.1815395261128005,600266.SS,1176,9
346,377,0.1893429081713138,600686.SS,729,2
347,378,0.1758115711433861,300344.SZ,1081,8
348,379,0.177628705219862,300120.SZ,836,8
349,381,0.1749842124016306,002037.SZ,889,0
350,382,0.2567523538348271,000981.SZ,623,9
351,383,0.159274638600592,600685.SS,836,8
352,384,0.193177410861955,300381.SZ,1128,7
353,385,0.1755026180770529,000820.SZ,865,8
354,386,0.1859273735058768,000889.SZ,1074,10
355,387,0.2929979889055729,002865.SZ,351,2
356,388,0.2024993835737743,600730.SS,1084,3
357,389,0.1846022179753864,002579.SZ,1019,10
358,390,0.1636570880345196,600162.SS,1190,9
359,391,0.1873511196055826,002745.SZ,874,10
360,392,0.1501457616470626,300340.SZ,1011,0
361,393,0.1932944542141253,002052.SZ,1078,10
362,394,0.2054095358714601,000063.SZ,1112,10
363,395,0.2042483130702773,002159.SZ,1187,2
364,396,0.1507036748578915,600030.SS,1071,6
365,397,0.2363499220683925,300119.SZ,1160,7
366,398,0.2297021755997895,000416.SZ,346,6
367,399,0.2197952217678967,600462.SS,1164,0
368,400,0.1729397024645345,002110.SZ,840,0
369,401,0.1955216123307639,300295.SZ,925,1
370,402,0.1548686873466519,002007.SZ,1135,7
371,403,0.2132972002997902,002376.SZ,1044,8
372,404,0.1943499835424554,000921.SZ,1010,2
373,405,0.2249340764984264,002366.SZ,1045,8
374,406,0.1978623738169433,002251.SZ,453,2
375,407,0.1414414654073197,300065.SZ,1126,10
376,408,0.1735355404070639,002719.SZ,1091,3
377,409,0.1805294452859828,000410.SZ,1059,8
378,410,0.2392019552808142,600833.SS,369,7
379,411,0.1958127185534993,300438.SZ,771,8
380,412,0.1757889978169863,000628.SZ,1076,8
381,413,0.1713043408028385,002511.SZ,1081,3
382,414,0.2357846525221928,000008.SZ,762,8
383,415,0.1495876335209983,002569.SZ,878,2
384,416,0.1907737325068965,300370.SZ,995,10
385,417,0.1451823000033956,002568.SZ,982,0
386,418,0.1849687065105197,600409.SS,1020,0
387,419,0.2140349255839046,600681.SS,1022,11
388,420,0.1166104897242917,600052.SS,1185,9
389,421,0.2611026867909077,000533.SZ,392,8
390,422,0.172103975577027,002141.SZ,1086,8
391,423,0.1537957667774777,600030.SS,1114,6
392,424,0.2547020689723149,600705.SS,1055,6
393,425,0.1403935276337115,600577.SS,1076,8
394,426,0.222952655453027,002628.SZ,868,8
395,428,0.3071848337110627,601117.SS,324,8
396,429,0.2524214906278361,601688.SS,834,6
397,430,0.2058772595752621,600990.SS,791,10
398,431,0.1404798410626859,000531.SZ,1129,11
399,432,0.1883769005779264,002052.SZ,1169,10
400,433,0.1761439299844805,600390.SS,1106,6
401,434,0.2114151873768112,000697.SZ,616,0
402,435,0.3242558190733889,002193.SZ,139,2
403,436,0.213529818948651,000428.SZ,1178,2
404,437,0.1602083651655095,300342.SZ,1159,8
405,438,0.1389272575536948,000917.SZ,1199,1
406,439,0.2764445807696236,600064.SS,434,9
407,440,0.1932224420218851,300052.SZ,1156,1
408,441,0.1485080601331569,300195.SZ,1073,8
409,442,0.1969159954782305,601567.SS,763,8
410,443,0.1816158716657497,600053.SS,1086,6
411,444,0.195122139932352,002652.SZ,1185,0
412,445,0.1763084425251667,000557.SZ,559,8
413,446,0.1818039505402387,600162.SS,931,9
414,447,0.1878646952361353,600217.SS,946,8
415,448,0.2275062066162459,002652.SZ,1094,0
416,449,0.2130181873863054,002271.SZ,1084,8
417,450,0.2184508951989988,002667.SZ,643,8
418,451,0.1596761231761621,002493.SZ,1126,0
419,453,0.1716698004732183,002383.SZ,1128,10
420,454,0.2511499379078215,600740.SS,803,0
421,455,0.1518526775787054,601111.SS,1175,8
422,457,0.1637888742811617,002372.SZ,1019,8
423,458,0.3330333083200105,000895.SZ,222,3
424,459,0.1816451747619242,000732.SZ,559,9
425,460,0.2604767678934035,600261.SS,387,8
426,461,0.1402568507968313,002076.SZ,1124,2
427,462,0.1797491599665688,000560.SZ,745,2
428,463,0.1518587189812385,600987.SS,1039,2
429,464,0.2747180670811999,300055.SZ,341,11
430,465,0.2217784752517645,600476.SS,625,10
431,466,0.1490790849752425,000059.SZ,1089,0
432,467,0.1567859355133082,600841.SS,1139,8
433,468,0.1405365270310823,600119.SS,1045,8
434,469,0.1464096866540382,000157.SZ,1040,8
435,470,0.1916905329382898,600481.SS,1121,8
436,471,0.1840992028572295,600703.SS,1076,10
437,473,0.1713778449927851,600330.SS,999,10
438,474,0.1481441744981668,600019.SS,1183,0
439,476,0.1521577042850601,002627.SZ,1035,8
440,478,0.1957368817224978,002352.SZ,701,8
441,479,0.353068820665849,002550.SZ,357,7
442,480,0.1761225827446902,600395.SS,967,5
443,481,0.1530496340498805,002077.SZ,1111,9
444,482,0.1357728855312593,000889.SZ,1148,10
445,483,0.3133950998401247,002423.SZ,254,6
446,484,0.2327724324029886,000530.SZ,288,8
447,485,0.1533203476202408,002669.SZ,1197,0
448,486,0.2294222807507766,600138.SS,492,2
449,487,0.5222151656618961,300041.SZ,186,0
450,488,0.1583829323006312,002463.SZ,881,10
451,489,0.1669901412224174,002556.SZ,1070,0
452,490,0.171003399325186,000713.SZ,1129,3
453,491,0.1722391569679844,002023.SZ,829,8
454,492,0.2250063926183186,600260.SS,1183,10
455,493,0.2245196225447352,002633.SZ,518,8
456,494,0.1875941158533896,002678.SZ,911,2
457,495,0.1612467855857713,600835.SS,1183,8
458,496,0.161895585440257,000661.SZ,1059,7
459,497,0.2032652515580048,600444.SS,1151,8
460,498,0.1424416537651607,002072.SZ,1038,2
461,499,0.202746027532497,600215.SS,1187,9
462,500,0.2626606795613594,000790.SZ,219,7
463,501,0.1922987239733057,000722.SZ,589,8
464,502,0.2225861510338872,002311.SZ,1111,3
465,503,0.1349440224328172,300123.SZ,665,2
466,504,0.178085855541095,000732.SZ,1037,9
